month,year,county,num_retailers,num_returns,gross_sales,retail_sales,state_net_taxable_sales,state_sales_tax
3,2016,Broomfield,,2482,327257000,174951000,87112000,2469000
2,2018,Jefferson,,15750,1445896000,1248715000,608497000,17136000
6,2016,Custer,,817,7527000,7115000,3539000,100000
9,2020,Larimer,,33189,1685793000,1242202000,629744000,
10,2020,Costilla,,1438,7868000,7284000,2271000,
11,2015,Phillips,,659,7939,7130,2461,69
3,2016,Pitkin,,2985,172098000,168053000,113744000,3214000
5,2015,Park,,1268,13212,12781,5800,163
6,2019,Lake,,1766,17228000,15839000,8564000,241000
5,2019,Garfield,,8438,296188000,262420000,121233000,3406000
11,2015,Mineral,,298,2460,2361,967,27
3,2019,Baca,,1046,8736000,7635000,2466000,69000
6,2015,Jefferson,,18816,1975147,1598627,720662,20298
2,2016,Montezuma,,1601,54368000,40478000,19467000,564000
11,2017,Las Animas,,1593,32669000,30574000,13841000,388000
7,2019,Boulder,,24668,1324332000,1050684000,539546000,15188000
10,2019,Crowley,,966,4606000,3554000,1842000,52000
4,2020,Routt,,5863,68168000,60149000,36351000,
6,2016,Baca,,852,8101000,7847000,2328000,66000
9,2016,Crowley,,575,2753000,2533000,1238000,35000
12,2019,Garfield,,12028,365808000,320060000,147726000,4156000
4,2017,Garfield,,4459,228222000,207495000,97998000,2752000
3,2017,El Paso,,18337,1948561000,1616889000,838457000,23605000
4,2019,Phillips,,1151,22955000,20317000,3049000,86000
11,2015,Clear Creek,,1429,16367,13147,6610,186
6,2019,Lincoln,,1762,31809000,29323000,12667000,356000
11,2017,Jefferson,,15438,1570381000,1361262000,710351000,20005000
2,2017,Park,,1533,12633000,12298000,5320000,149000
8,2017,Dolores,,447,4992000,2657000,1503000,42000
7,2018,Lincoln,,1148,23639000,22616000,7188000,202000
7,2018,Douglas,,11280,1202932000,964492000,547153000,15407000
3,2016,Moffat,,1359,32669000,27788000,13930000,391000
4,2019,Crowley,,720,3819000,3185000,1882000,53000
10,2019,Ouray,,1880,13049000,12193000,8200000,230000
4,2015,Kiowa,,384,2372,2141,500,14
3,2016,Washington,,813,8026000,7474000,1878000,54000
2,2016,Rio Grande,,1255,14819000,13943000,5962000,169000
12,2018,Garfield,,9278,327010000,294534000,123394000,3467000
4,2016,Yuma,,1177,31949000,23575000,8406000,236000
5,2018,Lincoln,,1138,24030000,22977000,6744000,189000
4,2017,Clear Creek,,1642,17434000,13633000,7275000,205000
3,2016,Morgan,,2378,80091000,69767000,32635000,916000
9,2018,Moffat,,1654,43823000,38998000,17622000,494000
4,2019,Adams,,23247,2989149000,2104043000,854366000,24162000
12,2017,Weld,,20290,2232506000,1321259000,536782000,15130000
7,2018,Sedgwick,,677,7134000,6791000,1415000,40000
6,2020,Dolores,,1039,7539000,4645000,2417000,
10,2020,Park,,5431,41452000,35897000,17712000,
4,2018,Huerfano,,1059,9558000,9120000,3181000,89000
12,2017,La Plata,,4245,290107000,237408000,93414000,2627000
7,2015,Conejos,,851,6968,6394,3696,104
6,2016,Delta,,2806,61736000,50178000,23698000,667000
6,2015,Teller,,2002,47425,42295,23971,685
10,2015,San Miguel,,1275,19195,18334,11723,329
3,2020,Crowley,,1146,4946000,3718000,2136000,
10,2020,El Paso,,28704,2366549000,1928480000,1123369000,
9,2015,Rio Blanco,,949,38073,20648,9123,256
1,2019,Park,,2030,15642000,14741000,6624000,186000
7,2017,San Miguel,,1583,38199000,36335000,27432000,771000
10,2018,Dolores,,505,2613000,2559000,1498000,42000
2,2016,Weld,,12862,903677000,674468000,346657000,9749000
4,2015,Weld,,11997,1119688,872559,444637,12513
1,2020,Lincoln,,1848,22287000,20778000,8628000,
10,2020,Mesa,,14259,650165000,549087000,254842000,
10,2018,Rio Blanco,,1029,31127000,18110000,9862000,277000
11,2018,Jackson,,649,6880000,6715000,3685000,103000
9,2017,Jackson,,620,5810000,5685000,2405000,67000
3,2015,Denver,,16993,4055542,2491264,1340386,37833
12,2019,Park,,4667,28517000,25224000,13879000,390000
5,2015,Eagle,,4698,123154,114468,69545,1968
4,2020,Prowers,,2754,36835000,33221000,14256000,
10,2020,Elbert,,4989,54172000,50270000,24726000,
2,2016,Larimer,,8932,779223000,666059000,371323000,10537000
5,2016,La Plata,,2672,197691000,145371000,81342000,2286000
8,2017,Elbert,,1828,28392000,25197000,13481000,378000
1,2017,Montrose,,2264,81655000,73648000,37901000,1066000
11,2018,Phillips,,887,15445000,14510000,2728000,77000
8,2015,Gilpin,,703,9484,9223,6632,244
4,2020,Total 2,,468439,19546471000,14826723000,6956204000,
2,2018,El Paso,,13159,1535378000,1292976000,705605000,19892000
12,2015,Arapahoe,,21249,4360574,2650889,1085360,30672
6,2018,Adams,,18743,3595046000,2534954000,892294000,25232000
12,2018,Crowley,,1702,3311000,2857000,1314000,37000
10,2016,San Miguel,,1415,19696000,18822000,12566000,354000
6,2019,Las Animas,,2873,42015000,38263000,18348000,515000
4,2015,Pitkin,,2325,71362,67522,38311,1090
6,2016,Clear Creek,,1780,24637000,20128000,10560000,296000
5,2019,Pitkin,,4721,84933000,78017000,43946000,1239000
5,2019,Elbert,,3176,32020000,28766000,18125000,510000
1,2018,Custer,,781,4541000,4164000,2045000,57000
2,2018,Bent,,627,3255000,3109000,1227000,34000
11,2016,Chaffee,,1806,42797000,39135000,22784000,640000
6,2018,Conejos,,1235,10266000,8114000,4244000,120000
7,2020,Logan,,4158,73092000,63792000,28258000,
10,2020,Grand,,6902,84576000,76785000,41226000,
6,2020,Weld,,43984,1466888000,1070508000,505834000,
10,2018,Baca,,955,5873000,5587000,1931000,54000
2,2015,Montezuma,,1542,55837,43649,20366,590
10,2015,Washington,,691,5619,5435,1715,48
3,2018,Prowers,,1524,31370000,25572000,12112000,340000
6,2019,Conejos,,1762,11325000,9168000,4874000,137000
11,2016,Pueblo,,3732,436220000,310856000,169429000,4761000
2,2016,Conejos,,892,4890000,3929000,2114000,60000
9,2018,Las Animas,,2006,36099000,33775000,15741000,442000
8,2019,Weld,,34752,1391780000,1117808000,549982000,15492000
9,2020,Alamosa,,3499,67376000,55899000,29321000,
10,2020,Washington,,1864,13160000,11120000,3215000,
1,2020,Hinsdale,,458,1436000,1302000,723000,
10,2020,Cheyenne,,1246,10986000,9674000,3785000,
9,2017,Ouray,,1068,16879000,16128000,9378000,263000
4,2016,Costilla,,628,2999000,2935000,1176000,33000
1,2019,Prowers,,1404,26082000,22219000,10223000,287000
11,2019,Bent,,1028,5137000,4525000,2283000,64000
11,2016,Morgan,,2126,73262000,66540000,27907000,785000
5,2018,Rio Grande,,1493,27580000,26164000,8951000,252000
11,2018,Garfield,,4968,258769000,236646000,103478000,2905000
7,2019,Montezuma,,4185,71903000,63289000,34772000,991000
4,2015,Prowers,,1094,26889,23516,9961,280
2,2015,Logan,,1381,50060,45046,21929,617
2,2016,Cheyenne,,543,7198000,6493000,2499000,70000
3,2017,Jefferson,,20956,1931532000,1615132000,727570000,20498000
7,2019,Arapahoe,,32178,2488920000,1850501000,1099210000,30934000
7,2019,Lincoln,,1722,31794000,28775000,13726000,385000
2,2020,Mineral,,559,4367000,4277000,1498000,
7,2015,Rio Grande,,1230,26916,25566,10459,294
11,2019,Kiowa,,767,5537000,4938000,1034000,29000
11,2016,Rio Blanco,,837,26284000,13206000,5334000,150000
11,2015,Eagle,,4862,146529,135904,86917,2452
3,2015,Jackson,,471,2011,1894,897,26
3,2017,Park,,1921,17716000,17105000,7463000,209000
4,2017,San Miguel,,1558,12575000,11844000,6982000,197000
11,2018,Bent,,687,3342000,3201000,1447000,41000
7,2018,Lake,,835,14341000,13946000,7878000,222000
2,2017,Sedgwick,,614,3248000,2929000,1290000,36000
1,2016,Otero,,1467,35429000,29098000,9772000,275000
3,2018,Adams,,18475,3426461000,2367032000,859818000,24448000
1,2015,Pueblo,,3404,456366,350879,138474,3899
11,2019,Pitkin,,5688,112792000,105493000,62914000,1769000
6,2015,Chaffee,,2194,65546,58467,31515,886
9,2020,Yuma,,3470,48113000,40281000,16835000,
5,2019,Yuma,,2299,57118000,43937000,12138000,341000
7,2016,Washington,,738,7339000,6795000,1829000,51000
9,2015,Sedgwick,,600,7796,6487,1861,52
5,2017,Rio Blanco,,906,31067000,16659000,7824000,226000
12,2018,Huerfano,,2850,18978000,13917000,4305000,121000
2,2015,Elbert,,1415,17727,16459,7561,213
8,2020,Clear Creek,,3653,32790000,25981000,14488000,
6,2017,Prowers,,1435,34865000,28480000,13281000,373000
9,2015,Hinsdale,,340,3070,3031,2151,60
7,2015,Teller,,1614,39838,38215,22588,647
4,2016,Washington,,719,5732000,5253000,1850000,52000
4,2019,San Juan,,325,972000,825000,524000,15000
2,2020,Ouray,,1861,9143000,8466000,5207000,
10,2015,Moffat,,1127,35726,31496,17787,499
1,2018,Douglas,,10801,1060230000,810313000,421874000,11861000
1,2018,Kit Carson,,1319,31556000,29939000,7175000,202000
7,2020,Boulder,,30115,1347556000,1044266000,525035000,
9,2020,Denver,,21109,5045869000,2975518000,1349874000,
2,2015,Crowley,,459,2366,2219,1119,32
4,2018,Custer,,802,4824000,4384000,2608000,73000
7,2020,Elbert,,4794,44886000,40260000,24388000,
3,2017,Denver,,18482,3916811000,2547433000,1372151000,38829000
1,2017,Saguache,,895,4437000,4184000,1780000,50000
3,2015,Pueblo,,4543,517198,394285,166360,4674
7,2018,Broomfield,,2147,213203000,169832000,109516000,3113000
4,2019,Mesa,,8941,611545000,500010000,235563000,6624000
1,2017,Conejos,,979,5768000,4355000,2255000,64000
6,2019,Baca,,1393,12923000,10562000,3011000,85000
10,2016,Montrose,,2186,92614000,84743000,47203000,1329000
5,2020,Grand,,6375,47342000,41871000,27677000,
11,2016,Kit Carson,,1220,26979000,24521000,7375000,207000
9,2019,Mesa,,13967,687668000,557155000,235919000,6637000
8,2016,Hinsdale,,305,3435000,3410000,2465000,69000
9,2015,La Plata,,3401,271053,206578,90313,2537
3,2020,Kiowa,,832,8947000,4594000,1350000,
12,2016,Baca,,910,8902000,7846000,2305000,66000
9,2020,Jackson,,959,7757000,7255000,2390000,
4,2016,Weld,,13130,962149000,719810000,358175000,10073000
8,2015,Denver,,11000,3375281,2260998,1405583,39669
1,2019,Chaffee,,2572,48373000,43141000,23957000,673000
10,2017,Bent,,617,3404000,3196000,1317000,37000
6,2018,Broomfield,,2938,333990000,228047000,112190000,3195000
3,2016,Ouray,,916,6855000,6544000,3554000,100000
11,2019,Weld,,33190,1229710000,987873000,515504000,14549000
5,2019,Prowers,,1981,33304000,28756000,13143000,369000
4,2020,Arapahoe,,35322,1887155000,1473857000,813199000,
1,2016,Weld,,12868,915580000,705130000,350574000,9962000
2,2017,Clear Creek,,1603,19315000,15321000,8610000,243000
12,2018,Rio Grande,,3270,263245000,33793000,10151000,285000
9,2020,Saguache,,2309,11518000,10358000,5099000,
8,2018,Gunnison,,2444,78647000,76083000,37579000,1054000
8,2016,Adams,,11891,2619892000,1953111000,750201000,21456000
12,2018,Custer,,1993,7748000,6963000,2865000,81000
4,2017,Boulder,,10838,1043064000,799189000,428305000,12065000
2,2016,Otero,,1473,35539000,30136000,11248000,316000
5,2017,Delta,,2368,45865000,41446000,22744000,639000
3,2017,Gilpin,,987,13808000,12772000,6692000,260000
5,2016,Boulder,,9867,965614000,748408000,446345000,12563000
10,2019,La Plata,,6333,208261000,164360000,97660000,2745000
12,2019,Phillips,,1862,30239000,21496000,4671000,139000
5,2019,Lake,,1385,12108000,10887000,6222000,175000
10,2019,Gilpin,,1623,16035000,14709000,11491000,400000
12,2015,Summit,,5548,253298,242447,158932,4465
2,2018,Denver,,11764,3018856000,1978658000,1203181000,34239000
5,2015,Larimer,,8533,884778,750752,443033,12627
5,2015,El Paso,,10985,1530126,1271843,745136,20967
7,2018,Adams,,14303,3172723000,2230156000,855722000,24145000
1,2019,Alamosa,,1541,42926000,33988000,18613000,522000
12,2016,Park,,1962,22247000,18596000,7635000,214000
5,2016,Fremont,,2126,74365000,61484000,31428000,886000
4,2019,Kit Carson,,1766,50330000,41297000,8845000,250000
12,2019,Lincoln,,2154,88923000,24835000,10069000,283000
4,2015,Lake,,626,8337,7970,3403,96
7,2015,San Juan,,324,4840,4802,4015,113
7,2019,Pitkin,,6039,197080000,184875000,121406000,3413000
2,2016,Douglas,,8836,835255000,736161000,359528000,10110000
7,2020,Lincoln,,2219,23835000,21744000,9884000,
9,2020,Huerfano,,2494,17432000,15234000,7255000,
6,2017,Kiowa,,492,4938000,4852000,951000,27000
3,2016,Baca,,836,7320000,7054000,2093000,59000
7,2015,Cheyenne,,527,9923,7915,3492,98
3,2016,Huerfano,,1018,9107000,8196000,3327000,93000
1,2016,Eagle,,4997,277135000,266829000,193570000,5437000
7,2016,Adams,,11902,2542947000,1932284000,742297000,21284000
11,2015,Douglas,,8559,781106,672377,426862,12016
3,2015,Hinsdale,,310,917,906,518,15
9,2016,Alamosa,,1321,54956000,45867000,23437000,657000
11,2019,Routt,,5432,96669000,84907000,56002000,1576000
12,2015,Yuma,,1402,84514,56673,10400,292
11,2016,Broomfield,,1821,208926000,182720000,95527000,2705000
6,2020,Ouray,,2656,17801000,16586000,11287000,
7,2016,Rio Grande,,1295,27157000,26001000,12323000,346000
1,2019,Montrose,,3014,96408000,82566000,45267000,1282000
4,2018,Conejos,,1104,6115000,5152000,2609000,74000
8,2015,Pitkin,,2380,135273,130875,77793,2199
2,2018,La Plata,,3007,149991000,119085000,65198000,1835000
1,2020,El Paso,,24513,1863841000,1534391000,863226000,
7,2015,Las Animas,,1290,30906,29072,17148,481
8,2020,Washington,,1805,10479000,8932000,2926000,
3,2017,Alamosa,,1377,51521000,42816000,21750000,611000
4,2019,Jackson,,537,7497000,7091000,4044000,114000
12,2016,Delta,,3114,88077000,57085000,23497000,661000
2,2018,Douglas,,10829,982391000,768795000,409942000,11526000
8,2015,La Plata,,2578,223561,174353,88293,2479
10,2017,Lake,,795,9463000,9062000,4486000,126000
6,2019,La Plata,,7215,251670000,199369000,102326000,2877000
10,2015,Ouray,,724,6448,6355,4399,123
4,2015,Broomfield,,1629,222503,182813,87776,2492
12,2016,Elbert,,2310,78492000,35234000,14578000,410000
3,2016,Jackson,,504,2661000,2511000,1236000,35000
8,2018,Jackson,,619,7284000,7180000,2493000,70000
2,2019,Summit,,5297,254450000,240255000,161070000,4524000
10,2015,Teller,,1624,35668,34121,20817,605
11,2017,Kiowa,,506,4385000,4298000,717000,20000
6,2017,Logan,,2005,73897000,61490000,24739000,696000
3,2015,La Plata,,3286,386779,324037,72720,2042
6,2016,Mesa,,6751,493599000,410048000,209628000,5902000
4,2016,Montezuma,,1632,53393000,44844000,22834000,659000
11,2019,Teller,,4224,51595000,46577000,27935000,797000
8,2015,Crowley,,484,2307,2258,1013,28
10,2015,Routt,,2158,72038,66493,40229,1130
10,2017,Morgan,,2357,77930000,66010000,30888000,867000
9,2016,Routt,,3119,104429000,89697000,53332000,1500000
9,2018,Otero,,2086,58464000,46295000,13322000,374000
1,2017,Alamosa,,1155,36353000,32424000,16543000,464000
7,2015,Pitkin,,2377,144574,139494,90322,2547
7,2017,Mineral,,380,6021000,5334000,4223000,118000
3,2019,Routt,,4410,173576000,157655000,85428000,2398000
2,2020,Montrose,,5150,115459000,98721000,50056000,
8,2017,Alamosa,,1243,56691000,51777000,23603000,662000
11,2018,Montezuma,,2060,58925000,49637000,24019000,689000
5,2020,Garfield,,11832,260141000,226421000,113130000,
9,2016,Larimer,,13472,1315343000,1005778000,502579000,14168000
4,2020,Delta,,6046,54040000,47239000,25488000,
3,2020,Dolores,,863,7110000,6459000,1608000,
1,2018,Hinsdale,,313,739000,734000,366000,10000
3,2018,Arapahoe,,22189,2828572000,2066646000,1026844000,28884000
8,2015,Park,,1319,18486,17657,8696,245
10,2017,Clear Creek,,1699,20570000,15981000,7440000,209000
7,2019,Saguache,,1677,12989000,11121000,4154000,117000
9,2018,Saguache,,1174,11127000,10701000,3697000,104000
9,2019,Hinsdale,,719,4482000,4256000,3107000,87000
4,2020,Gilpin,,1842,6906000,6485000,4972000,
7,2015,La Plata,,2578,228284,177490,93365,2625
7,2017,Baca,,850,6787000,6539000,2023000,57000
4,2018,La Plata,,3057,165903000,131686000,75760000,2127000
4,2018,Saguache,,1010,11037000,10724000,2436000,68000
6,2017,Phillips,,900,14008000,12477000,3569000,100000
3,2020,Arapahoe,,40147,2764024000,2017077000,975301000,
3,2019,Teller,,3319,47854000,43944000,22104000,635000
12,2019,Sedgwick,,1146,8975000,8067000,1947000,55000
4,2020,Pueblo,,9398,511936000,367607000,181986000,
12,2018,Saguache,,2788,16589000,15332000,3289000,92000
6,2016,San Juan,,404,3907000,3552000,2947000,83000
3,2016,Weld,,15797,1373049000,902515000,399832000,11239000
10,2017,Conejos,,1067,7683000,5922000,3172000,90000
6,2018,Montezuma,,2359,77889000,64043000,32870000,940000
7,2020,Park,,5156,39477000,31943000,18757000,
10,2018,Kit Carson,,1423,31796000,29317000,8268000,232000
2,2015,Boulder,,9177,856928,646273,339647,9573
7,2016,Larimer,,9342,994876000,855442000,513724000,14537000
4,2017,Hinsdale,,291,792000,720000,394000,11000
3,2015,Jefferson,,18197,1860088,1538921,668075,18812
4,2017,Kiowa,,471,3361000,3291000,636000,18000
7,2019,Summit,,7957,235817000,215496000,139954000,3928000
12,2019,Broomfield,,6264,610291000,431795000,170339000,4794000
2,2016,Delta,,2132,40654000,35984000,17301000,486000
8,2017,Jefferson,,15221,1641255000,1441961000,771864000,21717000
10,2016,Park,,1420,14026000,13395000,6652000,187000
1,2019,Dolores,,379,4568000,2206000,1395000,39000
7,2015,Moffat,,1124,37623,33542,17592,494
10,2017,Huerfano,,1038,10698000,10352000,3720000,104000
1,2020,Arapahoe,,33400,2230305000,1785162000,998564000,
4,2015,Saguache,,764,11822,11000,1956,56
12,2015,Hinsdale,,323,1175,1083,565,16
7,2019,Kiowa,,686,8007000,5870000,1093000,31000
2,2018,Mineral,,383,4013000,3990000,1338000,38000
11,2019,Dolores,,818,5027000,2647000,1638000,46000
10,2019,Otero,,3406,57520000,43580000,14665000,413000
10,2017,Montezuma,,1913,61828000,52325000,26279000,750000
5,2019,San Juan,,416,1928000,1660000,1211000,34000
6,2017,Moffat,,1512,39230000,35044000,17211000,483000
12,2015,Montrose,,2815,148234,118958,51541,1449
5,2019,Pueblo,,7381,548119000,411558000,196935000,5537000
8,2015,Lake,,652,12603,12279,6619,186
6,2017,Gilpin,,1028,15662000,14266000,8208000,290000
5,2017,Denver,,11612,3256988000,2175839000,1406099000,39763000
11,2017,Bent,,615,3371000,3145000,1294000,36000
3,2015,Eagle,,5796,318463,303061,217700,6121
1,2020,Routt,,5323,160432000,147813000,88455000,
11,2016,Sedgwick,,591,4188000,3871000,1325000,37000
5,2020,Mineral,,743,2421000,2145000,1513000,
10,2017,Rio Grande,,1453,20759000,19207000,7511000,211000
9,2018,Grand,,4287,65764000,62725000,40788000,1145000
9,2019,Cheyenne,,1069,17373000,11301000,6410000,180000
5,2020,Routt,,6333,82116000,70982000,45820000,
9,2015,Baca,,796,8415,7894,2679,75
8,2018,Crowley,,635,2843000,2528000,1145000,32000
10,2018,Logan,,1907,57075000,50028000,23891000,671000
2,2016,Dolores,,387,5479000,1896000,885000,25000
12,2018,Fremont,,6675,104683000,80220000,34040000,959000
10,2016,Denver,,11348,3184039000,2125788000,1364064000,38538000
3,2019,Clear Creek,,2100,30252000,23393000,12136000,341000
2,2020,Fremont,,5676,78009000,65763000,33482000,
5,2017,La Plata,,2878,173124000,144993000,84498000,2375000
6,2019,Broomfield,,5395,356395000,247265000,130761000,3691000
5,2018,Otero,,1797,56767000,44901000,13942000,391000
7,2015,Montrose,,2037,103851,92652,49525,1392
3,2017,Hinsdale,,343,931000,890000,434000,13000
8,2017,Gilpin,,860,10133000,9279000,6356000,242000
5,2017,Douglas,,10205,1150550000,913920000,501285000,14094000
6,2020,Sedgwick,,1182,8547000,7910000,2168000,
12,2017,Rio Blanco,,1178,104118000,86864000,8193000,230000
11,2015,Pueblo,,3481,437633,330870,154793,4346
8,2018,Phillips,,843,19325000,17943000,2577000,74000
6,2019,Ouray,,2058,17062000,15583000,10192000,286000
5,2020,Mesa,,13330,573855000,505114000,245239000,
9,2018,Rio Blanco,,1203,29663000,18049000,9394000,263000
4,2018,Kiowa,,533,3493000,3419000,733000,21000
1,2016,Pueblo,,3566,364899000,318305000,149965000,4214000
7,2017,Kit Carson,,1291,36746000,34394000,8554000,240000
10,2018,Mesa,,5774,461272000,395159000,229612000,6461000
12,2019,Gunnison,,5336,82384000,72034000,39009000,1098000
11,2016,El Paso,,11801,1584585000,1338961000,808705000,22737000
5,2018,Kiowa,,532,4384000,4278000,799000,22000
6,2016,Crowley,,559,2787000,2542000,1205000,34000
12,2019,Mesa,,14270,793676000,613764000,263909000,7421000
2,2016,Denver,,11267,2729978000,1867672000,1157567000,32709000
4,2017,Custer,,748,4560000,4348000,2133000,60000
12,2015,Morgan,,2379,155529,134843,36278,1018
